data,petr4,abev3,retorno_diario_petr4,retorno_diario_abev3
2019-08-30,24.984093,18.240915,0,0.0091644017852905435
2019-09-02,24.788139,17.909616,-0.007843150439761803,-0.01816241126061935
2019-09-03,25.082069,18.046036,0.011857687259216876,0.0076171370731790145
2019-09-04,25.728718,18.318869,0.025781326093951895,0.015118721917655398
2019-09-05,25.856085,18.211685,0.00495038268132908,-0.005851016239048379
2019-09-06,25.983459,18.240915,0.004926267839852727,0.0016050134844745045
2019-09-09,26.385164,18.387077,0.015460027858492653,0.008012865582675
2019-09-10,26.551723,18.338356,0.00631260052050453,-0.0026497414461255087
2019-09-11,26.326378,18.426054,-0.008487019844248933,0.004782217119135401
2019-09-12,26.512533,18.874283,0.0070710448661035485,0.024325826897066305
2019-09-13,26.336174,18.611191,-0.006651910626570556,-0.013939178510780859
2019-09-16,27.4923,18.65991,0.04389878347553444,0.00261772607674593
2019-09-17,27.129787,18.932747,-0.013185982984326494,0.014621560339787232
2019-09-18,26.669296,18.767097,-0.016973631234185604,-0.008749390672151192
2019-09-19,26.737881,18.854794,0.002571683931964497,0.004672912384904304
2019-09-20,26.453749,18.893768,-0.010626571342732927,0.0020670605046124724
2019-09-23,26.924036,18.913258,0.0177777070463625,0.0010315570721519673
2019-09-24,26.718285,18.854794,-0.007641907773411116,-0.0030911649383729145
2019-09-25,26.786869,19.098396,0.0025669312233176367,0.012919897189012097
2019-09-26,27.139587,19.030188,0.013167571021458269,-0.003571399399195707
2019-09-27,27.100395,18.952234,-0.0014440897718892565,-0.00409633367783846
2019-09-30,26.99262,18.757353,-0.003976879303788761,-0.010282745559177964
2019-10-01,26.95343,18.815817,-0.0014518783282244652,0.003116857693087116
2019-10-02,26.179413,18.377335,-0.028716827505812836,-0.023303904369393114
2019-10-03,26.199007,18.1045,7.484507005561802e-4,-0.014846276677222048
2019-10-04,25.973661,18.718374,-0.008601318362944088,0.033907260625811286
2019-10-07,25.640537,18.387077,-0.01282545421686998,-0.017699026635540016
2019-10-08,25.493576,18.123987,-0.005731588226876694,-0.014308418896597952
2019-10-09,25.983459,18.192196,0.01921593894869833,0.0037634655112035453
2019-10-10,26.199007,17.948593,0.008295585279850526,-0.013390521957876933
2019-10-11,26.708487,18.1045,0.019446538565373928,0.008686307611967203
2019-10-14,26.757477,18.240915,0.0018342484169919793,0.007534867022011005
2019-10-15,27.041609,18.406565,0.010618788908984156,0.00908123304121533
2019-10-16,27.364931,18.406565,0.011956463093597547,0
2019-10-17,27.100395,18.289637,-0.009666971204860708,-0.006352516072390513
2019-10-18,27.041609,18.192196,-0.0021691934748552244,-0.005327661779181314
2019-10-21,27.20817,18.504005,0.006159433782213064,0.01713971199518749
2019-10-22,27.991983,18.289637,0.02880800142016171,-0.011584951474018723
2019-10-23,28.364298,18.201941,0.013300772581920972,-0.004794846393069374
2019-10-24,27.747042,18.698889,-0.021761723135189204,0.027301923459701394
2019-10-25,28.658224,17.14958,0.03283888783532318,-0.08285567126474735
2019-10-28,29.001146,17.091116,0.011965919451254026,-0.003409063079095831
2019-10-29,29.216694,17.130091,0.007432395947387871,0.002280424519967017
2019-10-30,29.471434,17.110603,0.008718987849891446,-0.0011376471963866486
2019-10-31,29.775162,16.935209,0.010305843957236771,-0.010250603090960708
2019-11-01,29.81435,16.88649,0.0013161305386011346,-0.0028767876440144446
2019-11-04,29.745768,17.120346,-0.002300301700355667,0.013848703904719262
2019-11-05,29.050133,17.256763,-0.023386015785506142,0.007968121672307316
2019-11-06,29.108919,17.071627,0.002023605193132827,-0.010728315617477002
2019-11-07,30.274843,17.110603,0.04005384054282479,0.0022830864334137946
2019-11-08,29.412649,16.857256,-0.028478892524727573,-0.014806433180642564
2019-11-11,29.833948,17.091116,0.01432373534257314,0.013872957734046398
2019-11-12,29.608017,16.925467,-0.007572950117094801,-0.009692111386991886
2019-11-13,29.489664,16.925467,-0.0039973295070723225,0
2019-11-14,28.897898,17.003418,-0.020066895302706778,0.004605545005050615
2019-11-18,28.680916,17.110603,-0.007508573806994545,0.006303732578943899
2019-11-19,28.385035,17.217789,-0.010316302310567793,0.006264302900371055
2019-11-21,29.44035,17.607552,0.03717856962304267,0.022637227114352454
2019-11-22,29.568565,17.72448,0.004355077300371768,0.006640786862364578
2019-11-25,29.321997,17.734224,-0.008338855808525003,5.497481449385777e-4
2019-11-26,28.789408,17.568575,-0.01816346274095859,-0.00934063988365108
2019-11-27,28.927486,17.500364,0.004796138913311321,-0.003882557350268767
2019-11-28,29.124743,17.549088,0.00681901635005544,0.0027841706606788197
2019-11-29,28.749958,17.588062,-0.012868268056476895,0.002220856149333761
2019-12-02,28.671053,17.510109,-0.0027445257485245733,-0.00443215403721009
2019-12-03,28.582287,17.41267,-0.0030960146458520743,-0.0055647283520623425
2019-12-04,29.252956,17.831663,0.023464497435072396,0.02406253607287101
2019-12-05,29.637604,17.685503,0.013149030135621187,-0.008196655578338263
2019-12-06,29.933489,17.977827,0.009983431859066583,0.016529018145539975
2019-12-09,29.79541,17.968082,-0.004612860198154656,-5.42056612292563e-4
2019-12-10,30.022253,17.899874,0.007613353868934913,-0.0037960645994379316
2019-12-11,29.982803,17.977827,-0.0013140252998333768,0.0043549468560506455
2019-12-12,30.544981,18.221428,0.018750014800150483,0.013550080329508107
2019-12-13,29.568565,18.523495,-0.031966495575819764,0.01657757010043337
2019-12-16,29.006388,18.591703,-0.019012657530049215,0.00368224247098059
2019-12-17,29.44035,18.426054,0.01496091136890243,-0.008909834671950057
2019-12-18,30.120882,18.601448,0.02311562192704919,0.009518804188894725
2019-12-19,30.18992,18.679399,0.0022920311563252582,0.0041905877434917915
2019-12-20,29.844723,18.91,-0.0114341806801741,0.012345204468302118
2019-12-23,30.081429,18.959999,0.007931251363934688,0.0026440507667899737
2019-12-26,30.485802,19.219999,0.013442612716304092,0.013713080892040264
2019-12-27,30.517742,19.16,0.0010477008280771472,-0.0031216963122631114
2019-12-30,30.177769,18.67,-0.011140175442861944,-0.025574112734864207
2020-01-02,30.697731,19.200001,0.017229968192810974,0.028387841456882557
2020-01-03,30.447748,18.93,-0.008143370596347954,-0.014062551350908836
2020-01-06,30.80772,19.02,0.011822614927054609,0.004754358161648264
2020-01-07,30.687731,19.059999,-0.00389477053154208,0.0021029968454260306
2020-01-08,30.497744,18.969999,-0.006190975800719811,-0.004721930992756085
2020-01-09,30.397753,18.82,-0.0032786359541873145,-0.007907169631374278
2020-01-10,30.267761,18.889999,-0.004276368717122003,0.0037193942614239806
